,League,Season,ID,Pred,Score,FGper,FG3per,FTper,OR,DR,Ast,TO,Stl,Blk,PF,Score_against,FGper_against,FG3per_against,FTper_against,OR_against,DR_against,Ast_against,TO_against,Stl_against,Blk_against,PF_against,OEFF,DEFF,NET_EFF,eFG,TS,ORper,DRper,TOper,AST_TO,3P_Reliance,FTR,STLper,BLKper,avg_rank
10,M,2003,2003_1221_1266,0,-1.181294964560498,-1.0648844028116526,-1.104724986987599,-1.8194008165205096,0.11163152922115283,0.4543830354300451,-0.12191976137090355,0.1804900219029808,0.9214128907357393,1.5896823194928738,-0.047796452920523064,-2.028369279597565,-0.6274906058088504,-0.7036634191907443,-0.8325965615247497,-2.743704246385027,0.4561706818923772,-0.5475018451778046,1.7277021895211586,-1.289787851122005,0.5992352132651867,0.32858707779103147,-0.05960091895505504,-0.25491170848046496,0.19531078952540992,-0.12159560590177865,-0.025777418663743834,-0.008135259963331642,0.08145136484274418,0.022798484918478357,-0.041337133502653334,-0.04381395431811508,-0.009653942271886873,0.12751956165501177,0.5305216207496026,0.1611768630932522
11,M,2003,2003_1281_1356,1,-0.6725325756047906,-0.11381874227083033,-0.29469214229627966,-0.642393748161932,0.30972476822968814,1.1310389093427367,-0.25135604952117024,0.5166439791849043,-2.0692138880410096,0.4802009534031182,-1.4377913373945717,-0.14802495134945842,-0.32149973257887066,-1.870748152203078,0.22257863385228793,-0.5003102770561035,-0.1498263474061708,0.4817196457725178,-1.9593688823964752,1.7638702672309083,0.46221724905500916,-1.1536013969467254,0.01029716861165153,0.09743495342230013,-0.0871377848106486,0.12820292874914285,0.0056990546983817225,0.013041052867486136,0.031792069655987965,0.08566580527103684,-0.10538851140368655,0.28174667972083545,-0.028127576820096478,-0.22471897076596903,0.20733238002297538,-0.07283861956650811
12,M,2003,2003_1323_1454,1,0.4788533333226288,-0.212858052124402,1.9417873048733916,1.6900939740461576,-0.542024985756412,1.5081001833113992,-0.3097896802178579,-2.133615628552719,-2.7549554791619095,1.02928391129611,-2.5180750484776198,1.0129229039738148,0.6349250407260655,2.4679747283222695,-0.471023793388125,1.1479132173206226,0.9529090676658127,1.7761902513689827,-3.5594471911075054,-2.202816359093247,1.060380026912679,-1.4788482058013428,0.09052428702626125,0.30665066303110433,-0.21612637600484308,0.046392937642248055,0.005855086529737874,-0.03787170078800023,-0.001898078386241564,-0.09865118012757257,0.2844033067475511,-0.06307616210490585,0.018235181523216903,-0.24179114120357603,0.3012719996142883,-0.08009929711665148
13,M,2003,2003_1328_1354,1,-0.38253864753813094,0.3924283061259852,2.9854140654330985,0.11880797802071358,-0.8481778590862512,-0.400409325528174,1.7097984938978406,-3.5507924640507245,-0.47353182487113354,0.502877402701715,-1.246567608176073,-1.7352436833280234,1.0292397533676676,0.42922470517765576,1.9245185656073556,-3.135744062239413,0.4533051246470472,-0.8324706381012501,-1.330537834412013,-3.351088092182659,-1.1626004913917622,-3.0554353918307227,0.19100724913399247,-0.054926346103314705,0.24593359523730718,0.23784712968904853,0.028272500379917298,-0.03814382678084882,0.07024942760762465,-0.058983703903919604,0.5689170907786056,0.18889980664654882,-0.2634262850066812,0.152234788849264,0.19509666341422827,-0.6258319526359538
14,M,2003,2003_1360_1390,0,0.6550529857228113,0.7455261986013451,0.6016792963764573,-0.6940941348597235,-0.7171177512389739,1.4062974311711955,1.3207032306655322,2.4024229971462643,-0.003981332181066222,0.22967344043757582,0.35231941590168936,0.9892379687293148,0.725858080446831,1.5263713256581681,-1.2446889937180705,0.39251155531099424,0.5024606607416442,1.3351346140370417,1.3183424945647182,1.4631993613427863,1.8457923908482725,1.9344516590674519,-0.17804554295165054,-0.02630285859176562,-0.15174268435988492,0.03767351466245472,0.0020919851439655246,-0.03315342684681433,0.013701980006138759,-0.034822937485657124,-0.10566454247207502,-0.05849450670937428,0.19724009273455256,-0.1717753559929639,0.09214823888724544,0.17606012112438713
15,M,2003,2003_1173_1409,0,0.43741830238583546,0.36983181020960476,0.4914191628759663,-0.20636004383454776,0.8673762680152548,-1.403005751952411,0.5346423710392154,-0.6430597432910227,-1.4865869945119252,-1.5267663035790167,0.5142658406132581,0.8968901330682882,1.7111970861049337,2.8867607267135753,2.6149317829091725,-0.9788401702662903,-1.5844946698939826,-0.10415990323273494,-1.5835439672125633,-0.6165817701317988,0.290499220958094,0.6424412778118479,0.11356738935616928,0.1209374975112747,-0.007370108155105415,0.07249021299809377,0.0012177775493791287,0.063997504792217,-0.0019487523543565421,0.025770213555187715,0.16020935958493476,0.05697407492605455,0.2015605005805886,-0.11099221167625817,-0.45180395920020044,-0.10894974638521172
16,M,2003,2003_1451_1458,0,0.8154444758703335,-0.04376596264233035,-1.2994563158482573,0.21414079459655067,0.5339330747791691,-0.07589297864448527,1.002340678373995,0.8101110060590189,0.1260240491591571,-1.8119083989231268,2.301509211793358,1.4991620774784593,0.3458835841056911,-0.45287569008470135,-1.7738055394080443,1.8960728215947174,-0.7157234494613891,1.1663632319621167,0.6417353615817488,0.48214761168489484,1.0937086884541471,1.9685574612775851,-0.028670998297080863,0.060202293820110664,-0.08887329211719153,0.013333440326744217,-0.006200295214176588,0.03546989720330068,-0.05925060720837816,0.008208403553707444,0.015434227440427772,0.13802611800527376,0.24338364396089318,-0.056511751411871036,-0.6063484363973262,0.11781636819099427
17,M,2003,2003_1120_1386,1,-0.15495210026311712,0.3471352302117674,-0.16837992256007633,-0.5056777881631194,1.0180346946419692,-0.9465924988899324,-0.10191275986978385,1.677583892606681,0.01598483991621613,-1.0111883235683754,-1.2909168160794728,2.134001104798054,2.7344126018948582,1.0433526680804237,1.3822016383121012,-0.40166991131908536,0.12181903653165349,1.8881743520894607,0.18562879536304017,1.032320251270225,0.416654136706769,-0.07946821226046238,-0.025262765253120878,0.08570069264068791,-0.11096345789380879,-0.11074542623144823,-0.001172550975572173,0.032058106875541614,-0.008302310103863397,0.11458948234579958,-0.20288791231269,-0.23874834488794994,-0.08770551166884888,-0.01587060591451528,-0.3613069385799328,0.059793149856087024
18,M,2003,2003_1139_1280,1,-0.45009833463243304,-0.32904268113391555,0.9265144486362811,1.0793308870116798,-2.6609652983159315,-2.354351637160713,-1.076771210923178,-2.8191611158151337,-1.4635732784523958,-1.778112502986582,-0.6943017798541606,-0.3421102217632557,1.0755843752902186,-0.1028188505929305,0.1067675509093926,-0.5018240145913224,-0.21139482923587383,-0.8809702935524621,-1.6112885756974993,-2.4891687664660083,-0.6605510255906089,-0.7358773257465485,0.0019363463062292974,0.10325125697638482,-0.10131491067015552,0.27764478203268084,0.01683442371603039,-0.09957814268076592,-0.031232275307230772,-0.2077842765339778,0.27391686715010377,0.4807849066846067,-0.05332024338570818,-0.1599684546658514,-0.5432230801924649,0.0751061676176043
19,M,2003,2003_1196_1358,1,0.7870104547829829,1.041083126795207,0.8646099711977698,-0.15052678781774176,-0.0956591975709391,-0.4806176900234853,0.14666479330393578,-1.0661031309849636,0.16017201591602742,-1.5452606382011276,-0.8577158085315826,0.3107526515095702,2.0988137634719566,0.363907047465154,-2.1566383564534277,-1.1908246847872188,0.33301203999836015,-0.1414113251593856,0.10300766918433374,-0.34390946938167827,1.9202378815859196,-0.5855607539696575,0.09882497044202176,-0.0066359335249619456,0.10546090396698371,0.16284414949798554,0.02340268730129208,-0.010734518453538178,0.019435825813947705,-0.030454772683554898,0.1826629843822325,0.11610273783879577,-0.07708684481794104,0.07328931172976239,-0.5277958248289873,-0.3294051786047511
20,M,2003,2003_1104_1231,0,-0.18227348528428833,-0.5465709594273538,-0.9231376350511226,0.47510963522122845,1.399618348523176,-0.5012928639384384,-0.7458834670133754,1.131134336751309,1.4376368792233454,-1.3754986256290431,0.7351004143440031,-0.19757689090077427,0.21407907860215047,1.792159379734756,0.38594374157378,-1.3273221576156427,-0.2709427050831554,0.36510612828076794,1.6785928465743498,-1.1124926828670612,0.21611202804117702,-0.08518449021547025,0.01539194716880754,-0.16841137890875235,0.1838033260775599,-0.12553256510277966,-0.011020581149342457,0.04899567647707509,0.024500961548559408,0.12063190628155851,-0.27810560765117454,-0.10770721885222945,-0.06486717130142394,0.21861212508151495,-0.4887523490934038,-0.01038209032870964
21,M,2003,2003_1237_1246,0,-1.6181483962909013,-1.8562550630562038,-0.9825723835744591,0.31446314308495854,-0.7813398641052246,-2.2259537852584392,-2.3356348157448767,1.0863815890600592,0.5885902441007546,-2.9294366930558606,0.4718555439791855,0.6284099325578304,1.8523470455472038,0.5574278133414552,0.006732748028555391,-0.15288318898506637,0.595711888504386,2.2208856638159533,0.6429798306972054,0.586936171494868,1.1024967337348461,0.6055907434068822,-0.16427806013985802,0.010976955577340464,-0.17525501571719848,-0.07484486248370614,-0.02473897772043465,-0.038887139634554146,-0.03783125134062665,0.007941443061691755,-0.40693907585407574,0.1419176148561615,0.0820666147530904,-0.012899585628075805,-0.872261149237751,0.45782417172294065
22,M,2003,2003_1122_1257,0,-3.5758226866124447,-1.4133633528704173,-1.1387966742078932,-0.15839173249512278,-1.6030699583569088,-0.09545749065032028,-2.9470394501036976,0.7367475498524512,-1.0015312486369736,0.5454129398469982,-2.5784203494495355,-2.10776767755379,-0.39997514669054723,1.0895269661463676,-0.378475438847562,-1.399809510550929,-0.8647855530625526,-0.37282717905869667,-2.635707096628277,-0.14282755178321427,1.5404346577305754,-0.9632226463743474,-0.2021279089901572,0.10244300410268126,-0.30457091309283846,-0.22061478918491373,-0.028253757535657675,-0.034391738921046244,0.030547507688066133,0.0424552102568726,-0.458948297526246,-0.174472297209755,0.03188979964977379,-0.13009754871074897,0.4481933409788881,0.26128826133915395
23,M,2003,2003_1268_1423,1,1.1291218008369475,-0.34055422239749555,0.2340045951613856,0.15558689517456506,2.1472779957308807,2.324523567025504,2.074624006471687,1.6750326225925707,0.7911927703232995,3.750752740133321,0.024933732154022392,1.669546372526008,-0.8804496621452367,0.3735598802690838,1.3857476126875274,2.0641480337269114,0.644540883063809,0.9721475671312806,-0.09006265570124627,1.3155373698815498,2.600551922881449,0.030223222164517338,0.032435634758488874,0.06950533615141163,-0.03706970139292276,-0.12403289959917863,-0.01122806753517458,0.06084527408310619,-0.007640518416945741,0.10801547519684884,0.006253986581991944,-0.20241887916540324,-0.01163760433101857,0.060510945656740645,1.035576982709033,-0.08063084204633486
24,M,2003,2003_1160_1277,0,1.3934670305164574,-0.5095033939727172,-1.8081080453970024,-0.8411831831574539,2.1510097220911937,1.4561013518945207,-0.10269805481190261,-0.5795793004943959,-0.23127460957335916,2.5360818922951522,-1.0840143109245888,1.7463892507760177,-0.20717011456392875,0.11225430076403708,-0.7967096341239589,2.9919054272099763,1.1693559207579887,1.2581365689961441,-0.9318101913951004,-0.6345881548068837,0.05319740017906083,0.4840053858584191,0.14506820414107846,0.21349514527337976,-0.0684269411323013,-0.09485228279512814,-0.015558923895133914,0.04350277098548139,-0.05376279983126231,0.021514106964837576,0.050060592104574475,-0.01335709103117988,-0.016179273531679028,0.03287608717464685,0.594426081357682,0.0154770050270579
25,M,2003,2003_1329_1335,1,-0.5767401180331757,-0.9228848224087144,-0.83754674077965,-0.9975069904429408,1.50715036326981,-0.16305321313622698,-1.2528967676707703,1.2054669609368336,2.0306202211052207,2.582515505169902,1.1393300963795419,0.7694898965479693,-0.05019995219580209,0.22179098012317688,-0.6923993063790194,3.8295218266176994,0.8124568264033081,-0.12239186772700106,1.2174702262861263,0.5554726830633461,1.8952482909721313,-0.6680648610999254,-0.037889885107300736,0.07869227157945857,-0.11658215668675931,-0.3247045466170113,-0.037741562616118496,0.036071783200496366,-0.09898961207501922,0.08526774617900157,-0.3062509954223671,-0.42119888156073926,0.1085847422333408,0.23623236042862628,0.8317768610680332,-0.07816280799661536
26,M,2003,2003_1338_1447,1,-0.021300532763987468,1.9374730680170413,-0.47555793256704115,-2.817134992787227,-1.0248018775965293,1.2079871760792704,0.7641138395335614,0.31588794418323035,0.6206677511435553,0.3287514898819933,0.31673964886726524,-2.0618776568185213,-1.9860150831184742,-2.8976257675238366,-1.3234693618504216,-0.990316935814227,-0.6948615574056674,-1.6528794098039161,0.47251115648173797,-0.9919985700242381,0.744333177617356,0.5435308280803672,-0.0700560977311333,-0.13129222144303065,0.06123612371189735,0.14582868704994323,0.008383235987858229,-0.020897252916072473,0.050961243089822084,-0.041236565728635766,0.05437733160712077,0.09768131590766516,0.23350261533312644,0.002379418497118313,0.20727396866581582,-0.475930627731943
27,M,2003,2003_1261_1345,0,0.28095450577213776,1.8135320993528092,2.4499821700858706,-2.3523232577253594,-0.6163805506858997,0.671789458122153,2.4246969860566954,-0.8622915388542232,0.13899529784602,1.2095164084701098,-1.3598026503396299,-0.4716017382420932,-0.6686999071028795,0.6813871239986957,-1.4911863956986986,0.7106749874135295,-0.7329138668190747,-0.5584563402910347,-1.0197858866880556,1.137935899338617,-1.7853154127311655,-1.3477044969687177,0.06667257828409512,0.07288601305085696,-0.006213434766761838,0.26481952124707586,0.03422341204362628,-0.008358700076246228,-0.006733806503480655,-0.011261537302265534,0.4124877644454956,0.13136321146307417,-0.2351497307903445,0.06893708229427509,0.4008036246174139,-0.031242401452135513
28,M,2003,2003_1264_1393,0,-1.1229033024524533,-1.2595220945396832,0.8199397284887001,1.9916565070329604,-1.396528434012874,-1.7898310476897341,-0.6830466522355985,0.48205799165857605,0.6888614242229267,-2.337784012664308,2.6876827249792994,-1.4375394171223062,0.4075524916653901,0.30627607636636167,1.4711544932469387,-2.5515537335534773,0.27606144086084367,-3.33122631495202,2.439955699229368,-0.15415792603909995,2.1532609099669537,0.18617763780043745,-0.14890629768098096,-0.2940553907009309,0.14514909301994994,-0.027795087058406276,-0.009740565526218659,-0.05234686888899576,0.02458979109199594,-0.037666332072839426,-0.15272431428166655,0.03409993601694472,0.06777346372324922,-0.012556611870992773,-0.6196258954152241,0.14853853418003538
29,M,2003,2003_1400_1421,1,1.6409778914825632,1.2105986576241408,0.2994819901422257,-0.7418855263593624,1.9058101859406424,1.01048499543165,0.5338114984090971,-1.3102255435315748,-0.11932006249906807,0.6699953915539851,0.9787499738740576,-1.3331995751439405,-0.8741219940328746,0.36841484116110756,-0.3354515652870662,-1.07782248429282,-0.8765183793713941,-2.5645132492373772,0.6062324507713488,-0.15157213895001131,-1.1397170168786472,1.2470622547928822,0.23646208511923927,-0.1626010098548476,0.3990630949740869,0.006361691813016268,0.0020349914065635466,0.07257232997077667,0.0416382938213809,0.0190431977714155,0.22713161838162177,-0.14427484551340108,0.1934844387109187,0.10488227395293792,0.1567316859263812,-0.7171728595420795
30,M,2003,2003_1332_1428,0,1.921402513754694,0.4829315218748093,0.4128144386051549,2.414137454447867,-0.09035723605871515,-0.5205919226756323,1.5382732342488807,1.0456324632443468,2.7727746242147964,-1.416653926243936,0.8894652013979245,2.301600928197219,0.9179179721290232,1.6708130739314775,0.836921918381283,1.5321871782983698,0.5588891198748414,0.24307150745914474,1.566736501022055,0.42181772155397035,1.6145917898847382,-0.03975895640887267,-0.029701697539027738,0.011489922683899034,-0.04119162022292677,0.05927806513139933,0.01835337982402946,-0.0151832682868705,-0.047570690625069134,-0.0427906388950241,0.06459641505083624,0.02124026389124034,-0.06579478218209645,0.2169975156269871,-0.5879457963629158,0.00124969605808542
31,M,2003,2003_1190_1448,0,-0.3710868602497299,-0.4655983908746115,0.09648181014636828,-0.4028125721991478,-0.47039407932381805,-1.976425136797825,-0.795674029961143,2.265319429914901,2.6930153413823557,1.0643453235605986,0.9377330941926628,0.9164278773540637,0.9592043014942957,0.5435464706372944,1.2747954878428933,0.9194601868141763,1.0230186110165072,1.4880898425200852,3.017970414456036,-0.12141536796435701,1.8890118555340956,-0.27797321745475934,-0.16767426549172004,-0.11358262260098273,-0.05409164289073731,-0.12161516870740474,-0.008604975834157036,-0.03732204502870229,-0.055665090942428275,0.015233616854857246,-0.29853589033597216,-0.19645149726317657,-0.13975487569817702,0.15913379658917637,0.28439701836804976,0.35187708871711065
32,M,2003,2003_1407_1462,0,-0.24962707076249457,-1.1550509133161802,-0.8102953616707365,-1.798705780159731,0.7401744368815855,-0.7912338829618224,-1.063013261456866,0.05391528279724778,2.3437941443724286,1.7741690948005266,1.0400516143629799,0.016194228208130268,-0.635398932017681,0.8102369155968017,1.6280975256830232,1.1256666084060476,1.353088864810029,0.9660444722641186,2.3491726034282956,-2.0996882105435564,0.8707634016689714,-0.4813208838115968,0.07665066615579041,-0.09339809969997381,0.17004876585576423,0.12606255099908736,0.0022935756042836153,-0.007359989098726483,-0.039826411322846145,0.07847762081735243,-0.15519918691340662,0.45135549885770176,-0.2883200630979884,0.4010988688227144,0.45050154502069495,0.1744145937356864
33,M,2003,2003_1112_1211,1,1.130477640334917,-0.12997098554832265,-0.9134369966830959,-0.25536638746292784,1.4065330430911027,1.143071012974209,0.6198934292523639,-0.12700885733073874,1.395293158102263,0.6632650286051269,-0.19885824946272057,0.29472212807649845,-0.5508929772021509,-2.368141419433849,-2.567064279398403,2.3620183236031487,0.9545370100334087,0.7922344203786646,0.6455655734965681,-0.7483538024373781,0.6706061548995785,1.2466194643853004,0.08487028806974639,0.034684765068481394,0.050185523001265,-0.11267356766991488,-0.01067545387256269,0.020435581882922715,-0.04078137868355536,0.009548618839416267,0.09555500606761935,-0.12755258343700782,-0.017017271734771855,0.1933338305423935,0.07133286132800287,-0.12433062094626304
34,M,2003,2003_1163_1390,1,1.4315801158167145,1.4979899656036257,1.0947621885512797,-0.42649596198532147,0.16828769230637142,1.960196047540907,0.4008042853007457,0.9804636973056855,-0.23277645156251037,2.875387568839057,0.25955141768389334,1.2483521985331296,-0.8369209925674554,0.5515704000448685,1.275474807268236,2.2623915234969916,0.10961669440801225,1.4122750634758388,-0.012281935951213185,0.7509873560850512,1.6839785252562138,-0.19746836413633612,-0.021417210879319692,0.10789503973535042,-0.1293122506146701,-0.032875399906415304,0.015961878422643794,0.002445630023136358,-0.01925953818712728,-0.01669091606268025,-0.06614720259058915,-0.29717106261431525,-0.050777822124214333,-0.11072040223544344,0.7786457615842057,0.010042806331039392
35,M,2003,2003_1141_1181,0,-0.37126167897806184,1.0067512711374382,0.5006903061268188,1.7223653085130552,-0.9702004136707888,0.49568690079608624,1.196816191950306,2.775694017533885,-0.6765477610580276,0.39585232173488827,-1.008588234144216,0.15501777057465704,-0.8914380583182966,0.07512403996585831,0.40496456330697317,1.5236513802312843,-2.1188855877343373,-0.5696062579989344,-0.5993062146121123,2.1379829088793163,-1.1465841951657134,-1.0054554653419505,-0.14340049261261456,0.08288696593670353,-0.2262874585493181,0.09146676085782435,0.025933724056528273,0.017101591446004094,-0.026754369859052274,0.06673244200702899,-0.13194725566540133,0.023839406886751346,-0.07805670872762516,-0.19075775395056582,0.22627143149343465,0.10760957459441423
36,M,2003,2003_1113_1242,0,-1.3305084692615798,-0.6798318089135926,-0.5089647422496811,-0.32679664452593676,-0.3066828392125458,-2.013774548171773,-0.6126841412030934,-1.1496857274274586,-4.108430956611938,-0.26944804418080004,1.1847806526695464,0.334305767761318,1.5373039122390186,-0.22281806404415605,-0.8810780592128666,-0.43510078282374776,-0.8481971502693431,1.3718474360545847,-1.6608942529872552,-0.42476913736562943,0.5339434256026387,1.3685260968712547,0.008745193970196574,0.06994090352684212,-0.06119570955664555,-0.05726586502253528,-0.01850834644131888,0.010182465014323072,-0.023597904819184445,-0.015098279314472385,0.06904106729424075,-0.006009909312205131,0.1489313696404999,-0.4148140966182583,0.02814724727297313,0.09237572309902004
37,M,2003,2003_1266_1281,1,1.2377121653122363,1.1476137022158532,1.1754064938081181,2.8733637880387404,0.31645247091397766,-0.9059475510360425,1.5106168862720037,0.15797927393097771,0.592739339008566,-0.19672297806027594,1.1168156222239298,0.06009653531676665,-0.4468413179772415,-0.3247985295160278,0.33629339757424126,0.19688947942199342,-2.4836303692913835,-0.33857953070663943,-0.1361090517734671,0.3963024692858032,-0.3604412478502863,1.920219898931399,0.026445508497534687,0.013854853230106268,0.012590655267428419,-0.05159717121917429,0.007537856206500659,0.0669485123744743,-0.020693784018879335,-0.027698915829945103,0.17980027840693635,-0.30623298767621954,0.28241589405400735,0.03961071486994894,-0.043526885401886206,-0.030852224854814723
